Taken by Alex and Dennis 2/20/15

AccelX, AccelY, AccelZ, Roll, Pitch, Heading
-20.006, -2.824, -6.198, -7.680, -108.801, 0.000
-8.944, 4.982, 2.197, 28.411, -58.668, 0.000
-12.082, -12.670, -2.354, -45.829, -136.847, 0.000
-19.182, 9.650, -2.079, 26.571, -117.231, 0.000
-0.471, 0.981, 1.373, 34.046, -15.589, 0.000
-5.217, -11.611, -0.157, -65.795, -155.806, 0.000
-15.181, -2.785, -2.589, -10.251, -104.062, 0.000
-8.316, 7.688, -0.196, 42.746, -132.764, 0.000
3.060, 6.315, 2.667, 57.270, 24.051, 0.000
2.275, -3.766, 2.118, -50.461, 27.770, 0.000
-10.042, -9.336, -0.510, -42.876, -132.956, 0.000
-14.867, 9.611, -1.804, 32.689, -123.334, 0.000
-1.294, 6.237, 0.157, 78.191, -11.722, 0.000
-15.298, -9.964, 0.000, -33.075, -56.925, 0.000
-18.201, 7.845, -2.040, 23.188, -114.007, 0.000
-11.101, -6.002, -4.236, -26.799, -123.495, 0.000
-20.006, 2.432, -5.021, 6.725, -105.582, 0.000
-10.356, 1.294, -5.296, 6.350, -117.763, 0.000
-20.006, 7.257, -5.492, 19.280, -114.461, 0.000
-11.886, -2.628, -9.689, -9.725, -130.186, 0.000
-20.006, 1.059, -12.474, 2.572, -122.037, 0.000
-12.474, -3.020, -5.374, -12.537, -116.299, 0.000
-20.006, -4.590, -7.885, -12.048, -114.514, 0.000
-15.024, 8.394, -6.355, 27.231, -125.022, 0.000
-20.006, -10.944, -6.394, -27.524, -122.358, 0.000
-19.966, 9.650, -7.492, 24.346, -121.461, 0.000
-20.006, -7.845, -10.042, -19.315, -122.497, 0.000
-20.006, -0.314, -11.376, -0.781, -119.633, 0.000
-20.006, 9.179, -12.356, 21.324, -127.575, 0.000
-20.006, -12.631, -8.748, -30.049, -127.524, 0.000
-20.006, -4.825, -12.160, -11.645, -123.182, 0.000
-20.006, 5.570, -10.160, 13.942, -120.078, 0.000
-20.006, 7.688, -12.945, 17.883, -126.965, 0.000
-20.006, -4.550, -16.867, -9.865, -131.130, 0.000
-20.006, -6.041, -17.024, -12.951, -132.081, 0.000
-20.006, -10.081, -18.005, -20.534, -135.888, 0.000
-20.006, -9.375, -16.318, -19.958, -133.250, 0.000
-20.006, -10.983, -16.004, -23.205, -134.135, 0.000
-20.006, -7.885, -18.044, -16.313, -134.547, 0.000
-20.006, -8.944, -20.006, -17.543, -137.606, 0.000
-20.006, -13.729, -20.006, -25.886, -140.494, 0.000
-20.006, -5.296, -20.006, -10.602, -135.970, 0.000
-20.006, 2.197, -20.006, 4.440, -135.172, 0.000
-20.006, -2.432, -20.006, -4.913, -135.210, 0.000
-20.006, -3.962, -20.006, -7.972, -135.551, 0.000
-20.006, -8.551, -20.006, -16.818, -137.401, 0.000
-20.006, -15.141, -20.006, -28.155, -141.432, 0.000
-20.006, 12.082, -20.006, 23.124, -139.436, 0.000
-20.006, 4.864, -20.006, 9.755, -135.823, 0.000
-20.006, 3.962, -20.006, 7.972, -135.551, 0.000
-20.006, -20.006, -20.006, -35.264, -144.736, 0.000
-20.006, -19.731, -20.006, -34.892, -144.550, 0.000
-20.006, -3.177, -20.006, -6.408, -135.357, 0.000
-20.006, 2.236, -20.006, 4.519, -135.178, 0.000
-20.006, 3.883, -15.965, 8.627, -129.397, 0.000
-20.006, 4.786, -15.298, 10.759, -128.703, 0.000
-20.006, 5.139, -15.612, 11.448, -129.406, 0.000
-20.006, 14.592, -15.377, 30.042, -136.659, 0.000
-20.006, -7.963, -16.907, -16.910, -133.050, 0.000
-20.006, -9.061, -9.297, -22.331, -122.981, 0.000
-20.006, 7.100, -5.452, 18.902, -114.108, 0.000
-20.006, -2.707, -13.455, -6.406, -124.451, 0.000
-20.006, -5.099, -7.061, -13.516, -113.527, 0.000
-20.006, 5.570, -11.533, 13.562, -122.627, 0.000
-20.006, -12.043, -11.846, -27.382, -130.178, 0.000
-20.006, 0.706, -9.650, 1.821, -115.810, 0.000
-20.006, 5.570, -5.374, 15.051, -111.151, 0.000
-20.006, 2.393, -12.043, 5.851, -121.539, 0.000
-20.006, -20.006, -20.006, -35.264, -144.736, 0.000
-20.006, -17.338, 1.255, -40.859, -49.011, 0.000
-20.006, 11.650, -12.984, 26.035, -131.088, 0.000
-20.006, 3.687, -18.790, 7.652, -133.745, 0.000
-20.006, -1.961, -18.672, -4.099, -133.182, 0.000
-20.006, 20.006, -15.220, 38.515, -141.485, 0.000
-20.006, -2.432, -9.101, -6.314, -115.214, 0.000
-20.006, 7.375, -19.064, 14.942, -135.617, 0.000
-20.006, 4.903, -15.377, 10.997, -128.895, 0.000
-20.006, 1.726, -20.006, 3.491, -135.106, 0.000
-20.006, 6.825, -7.375, 17.751, -116.670, 0.000
-20.006, 1.255, -17.377, 2.712, -131.052, 0.000
-20.006, 20.006, -20.006, 35.264, -144.736, 0.000
-20.006, 20.006, -20.006, 35.264, -144.736, 0.000
-20.006, 8.708, -20.006, 17.108, -137.482, 0.000
-20.006, 4.707, -20.006, 9.446, -135.772, 0.000
-20.006, -3.844, -17.966, -8.136, -132.563, 0.000
-20.006, -17.495, -20.006, -31.731, -143.029, 0.000
-20.006, 1.177, -20.006, 2.382, -135.049, 0.000
-20.006, 13.455, -20.006, 25.434, -140.314, 0.000
-20.006, -18.593, -20.006, -33.313, -143.778, 0.000
-20.006, -12.553, -20.006, -23.926, -139.733, 0.000
-20.006, 1.059, -20.006, 2.144, -135.040, 0.000
-20.006, -8.277, -20.006, -16.307, -137.261, 0.000
-20.006, -11.768, -20.006, -22.585, -139.241, 0.000
-20.006, -8.630, -20.006, -16.963, -137.442, 0.000
-20.006, -8.394, -20.006, -16.526, -137.320, 0.000
-20.006, 3.217, -20.006, 6.486, -135.366, 0.000
-20.006, -3.844, -20.006, -7.738, -135.519, 0.000
-20.006, -9.493, -20.006, -18.548, -137.904, 0.000
-20.006, -5.335, -20.006, -10.678, -135.984, 0.000
-20.006, -17.534, -20.006, -31.789, -143.056, 0.000
-20.006, 11.611, -20.006, 22.313, -139.144, 0.000
-20.006, -6.315, -20.006, -12.583, -136.360, 0.000
-20.006, -15.887, -20.006, -29.315, -141.935, 0.000
-20.006, 1.687, -20.006, 3.412, -135.101, 0.000
-20.006, 11.101, -20.006, 21.424, -138.834, 0.000
-20.006, -7.492, -20.006, -14.833, -136.879, 0.000
-20.006, -6.786, -20.006, -13.488, -136.559, 0.000
-20.006, -11.925, -20.006, -22.855, -139.338, 0.000
-20.006, 9.924, -20.006, 19.330, -138.145, 0.000
-20.006, 7.806, -20.006, 15.425, -137.028, 0.000
-20.006, -10.474, -20.006, -20.314, -138.461, 0.000
-20.006, -17.417, -20.006, -31.616, -142.976, 0.000
-20.006, -8.708, -20.006, -17.108, -137.482, 0.000
-20.006, -3.962, -20.006, -7.972, -135.551, 0.000
-20.006, 3.256, -20.006, 6.565, -135.374, 0.000
-20.006, -2.707, -20.006, -5.465, -135.260, 0.000
-20.006, -18.240, -20.006, -32.810, -143.537, 0.000
-20.006, -12.199, -20.006, -23.326, -139.510, 0.000
-20.006, -0.392, -20.006, -0.794, -135.005, 0.000
-20.006, 1.922, -20.006, 3.887, -135.132, 0.000
-20.006, -7.963, -20.006, -15.720, -137.105, 0.000
-20.006, -14.318, -20.006, -26.842, -140.882, 0.000
-20.006, -12.513, -20.006, -23.859, -139.708, 0.000
-20.006, 9.924, -20.006, 19.330, -138.145, 0.000
-20.006, -6.394, -20.006, -12.735, -136.393, 0.000
-20.006, -4.864, -20.006, -9.755, -135.823, 0.000
-20.006, -20.006, -20.006, -35.264, -144.736, 0.000
-20.006, -12.199, -20.006, -23.326, -139.510, 0.000
-20.006, -12.435, -20.006, -23.726, -139.659, 0.000
-20.006, -0.275, -20.006, -0.556, -135.003, 0.000
-20.006, 4.315, -20.006, 8.672, -135.651, 0.000
-20.006, -12.043, -20.006, -23.057, -139.412, 0.000
-20.006, -13.612, -20.006, -25.693, -140.417, 0.000
-20.006, -14.435, -20.006, -27.032, -140.960, 0.000
-20.006, -7.610, -20.006, -15.055, -136.934, 0.000
-20.006, 9.140, -20.006, 17.903, -137.711, 0.000
-20.006, 8.198, -20.006, 16.160, -137.221, 0.000
-20.006, -2.550, -20.006, -5.150, -135.231, 0.000
-20.006, -9.650, -20.006, -18.833, -137.991, 0.000
-20.006, -18.280, -20.006, -32.867, -143.564, 0.000
-20.006, -10.160, -20.006, -19.753, -138.279, 0.000
-20.006, -19.692, -20.006, -34.838, -144.524, 0.000
-20.006, -18.593, -20.006, -33.313, -143.778, 0.000
-20.006, -15.612, -20.006, -28.891, -141.749, 0.000
-20.006, -8.355, -20.006, -16.453, -137.301, 0.000
-20.006, -7.963, -20.006, -15.720, -137.105, 0.000
-20.006, -9.061, -20.006, -17.759, -137.669, 0.000
-20.006, 8.473, -20.006, 16.672, -137.361, 0.000
-20.006, -8.159, -20.006, -16.087, -137.202, 0.000
-20.006, -9.218, -20.006, -18.047, -137.754, 0.000
-20.006, 12.317, -20.006, 23.526, -139.584, 0.000
-20.006, -16.004, -20.006, -29.496, -142.015, 0.000
-20.006, 1.373, -20.006, 2.778, -135.067, 0.000
-20.006, 1.294, -20.006, 2.620, -135.060, 0.000
-20.006, 8.551, -20.006, 16.818, -137.401, 0.000
-20.006, -16.632, -20.006, -30.450, -142.441, 0.000
-20.006, -5.727, -20.006, -11.444, -136.128, 0.000
-20.006, -5.766, -20.006, -11.520, -136.143, 0.000
-20.006, -15.534, -20.006, -28.769, -141.696, 0.000
-20.006, -2.864, -20.006, -5.779, -135.291, 0.000
-20.006, -9.807, -20.006, -19.117, -138.079, 0.000
-20.006, -20.006, -20.006, -35.264, -144.736, 0.000
-20.006, -8.277, -20.006, -16.307, -137.261, 0.000
-20.006, -7.453, -20.006, -14.758, -136.860, 0.000
-20.006, -6.080, -20.006, -12.129, -136.265, 0.000
-20.006, 12.082, -20.006, 23.124, -139.436, 0.000
-20.006, 19.535, -20.006, 34.624, -144.417, 0.000
-20.006, 19.927, -20.006, 35.158, -144.683, 0.000
-20.006, 0.039, -20.006, 0.079, -135.000, 0.000
-20.006, -7.061, -20.006, -14.013, -136.681, 0.000
-20.006, -20.006, -20.006, -35.264, -144.736, 0.000
-20.006, -8.198, -20.006, -16.160, -137.221, 0.000
-20.006, -8.708, -20.006, -17.108, -137.482, 0.000
-20.006, -2.314, -20.006, -4.677, -135.190, 0.000
-20.006, -7.022, -20.006, -13.938, -136.663, 0.000
-20.006, 0.118, -20.006, 0.238, -135.001, 0.000
-20.006, -1.451, -20.006, -2.937, -135.075, 0.000
-20.006, 2.511, -20.006, 5.071, -135.224, 0.000
-20.006, 19.653, -20.006, 34.785, -144.497, 0.000
-20.006, 5.609, -20.006, 11.214, -136.084, 0.000
-20.006, 8.748, -20.006, 17.181, -137.503, 0.000
-20.006, -4.903, -20.006, -9.832, -135.836, 0.000
-20.006, -1.294, -20.006, -2.620, -135.060, 0.000
-20.006, -5.296, -20.006, -10.602, -135.970, 0.000
-20.006, 12.631, -20.006, 24.058, -139.783, 0.000
-20.006, -19.692, -20.006, -34.838, -144.524, 0.000
-20.006, 12.239, -20.006, 23.392, -139.535, 0.000
-20.006, -0.392, -20.006, -0.794, -135.005, 0.000
-20.006, 3.138, -20.006, 6.329, -135.348, 0.000
-20.006, 1.216, -20.006, 2.461, -135.053, 0.000
-20.006, -17.338, -20.006, -31.501, -142.922, 0.000
-20.006, -12.866, -20.006, -24.454, -139.934, 0.000
-20.006, -6.276, -20.006, -12.508, -136.344, 0.000
-20.006, 14.239, -20.006, 26.716, -140.830, 0.000
-20.006, 5.296, -20.006, 10.602, -135.970, 0.000
-20.006, -6.551, -20.006, -13.037, -136.458, 0.000
-20.006, -9.571, -20.006, -18.691, -137.947, 0.000
-20.006, 11.140, -20.006, 21.493, -138.857, 0.000
-20.006, -3.923, -20.006, -7.894, -135.540, 0.000
-20.006, -16.475, -20.006, -30.213, -142.334, 0.000
-20.006, 7.649, -20.006, 15.129, -136.953, 0.000
-20.006, 3.413, -20.006, 6.878, -135.411, 0.000
-20.006, -8.434, -20.006, -16.599, -137.341, 0.000
-20.006, 1.961, -20.006, 3.966, -135.137, 0.000
-20.006, 1.059, -20.006, 2.144, -135.040, 0.000
-20.006, -9.964, -20.006, -19.401, -138.167, 0.000
-20.006, 4.158, -20.006, 8.361, -135.606, 0.000
-20.006, -4.903, -20.006, -9.832, -135.836, 0.000
-20.006, -2.236, -20.006, -4.519, -135.178, 0.000
-20.006, 16.750, -20.006, 30.627, -142.521, 0.000
-20.006, 3.060, -20.006, 6.172, -135.331, 0.000
-20.006, 7.963, -20.006, 15.720, -137.105, 0.000
-20.006, -0.745, -20.006, -1.509, -135.020, 0.000
-20.006, 17.142, -20.006, 31.211, -142.788, 0.000
-20.006, 10.042, -20.006, 19.542, -138.212, 0.000
-20.006, -7.022, -20.006, -13.938, -136.663, 0.000
-20.006, 10.983, -20.006, 21.217, -138.763, 0.000
-20.006, 6.982, -20.006, 13.863, -136.646, 0.000
-20.006, -12.082, -20.006, -23.124, -139.436, 0.000
-20.006, -11.650, -20.006, -22.381, -139.168, 0.000
-20.006, 17.927, -20.006, 32.359, -143.323, 0.000
-20.006, 9.375, -20.006, 18.334, -137.839, 0.000
-20.006, -1.294, -20.006, -2.620, -135.060, 0.000
-20.006, -1.216, -20.006, -2.461, -135.053, 0.000
-20.006, 15.808, -20.006, 29.194, -141.882, 0.000
-20.006, -5.178, -20.006, -10.371, -135.929, 0.000
-20.006, 1.961, -20.006, 3.966, -135.137, 0.000
-20.006, 8.787, -20.006, 17.253, -137.523, 0.000
-20.006, -6.237, -20.006, -12.432, -136.328, 0.000
-20.006, 3.334, -20.006, 6.721, -135.392, 0.000
-20.006, -1.098, -20.006, -2.223, -135.043, 0.000
-20.006, -10.042, -20.006, -19.542, -138.212, 0.000
-20.006, 4.864, -20.006, 9.755, -135.823, 0.000
-20.006, -11.925, -20.006, -22.855, -139.338, 0.000
-20.006, 9.532, -20.006, 18.619, -137.925, 0.000
-20.006, -12.474, -20.006, -23.793, -139.683, 0.000
-20.006, -5.296, -20.006, -10.602, -135.970, 0.000
-20.006, -4.472, -20.006, -8.982, -135.698, 0.000
-20.006, -10.709, -20.006, -20.732, -138.600, 0.000
-20.006, 5.766, -20.006, 11.520, -136.143, 0.000
-20.006, -9.297, -20.006, -18.190, -137.796, 0.000
-20.006, -1.059, -20.006, -2.144, -135.040, 0.000
-20.006, 4.236, -20.006, 8.516, -135.628, 0.000
-20.006, -13.612, -20.006, -25.693, -140.417, 0.000
-20.006, 4.825, -20.006, 9.678, -135.810, 0.000
-20.006, 16.828, -20.006, 30.744, -142.575, 0.000
-20.006, -9.140, -20.006, -17.903, -137.711, 0.000
-20.006, -7.414, -20.006, -14.684, -136.842, 0.000
-20.006, -2.118, -20.006, -4.282, -135.160, 0.000
-20.006, -3.060, -20.006, -6.172, -135.331, 0.000
-20.006, 4.433, -20.006, 8.904, -135.686, 0.000
-20.006, 5.296, -20.006, 10.602, -135.970, 0.000
-20.006, 3.766, -20.006, 7.582, -135.499, 0.000
-20.006, 3.295, -20.006, 6.643, -135.383, 0.000
-20.006, 2.550, -19.339, 5.236, -134.276, 0.000
-20.006, -5.531, -19.613, -11.168, -135.529, 0.000
-20.006, -9.689, -13.729, -21.768, -130.029, 0.000
-20.006, -0.157, -12.239, -0.383, -121.459, 0.000
-20.006, 12.553, -14.004, 27.204, -133.230, 0.000
-20.006, -7.022, -12.984, -16.405, -126.422, 0.000
-20.006, -4.197, -5.884, -11.380, -109.864, 0.000
-20.006, 5.609, -9.807, 14.132, -119.454, 0.000
-19.849, -12.121, -8.316, -29.390, -126.523, 0.000
-20.006, 7.924, -4.040, 21.218, -113.970, 0.000
-4.590, -8.198, -0.549, -60.586, -150.814, 0.000
-19.182, -6.512, -3.452, -18.475, -111.018, 0.000
-9.728, 8.081, -1.059, 39.549, -129.955, 0.000
3.570, 6.865, 2.511, 57.555, 26.029, 0.000
8.238, -0.471, 3.373, -3.027, 67.535, 0.000
8.512, -5.021, 2.628, -29.406, 56.345, 0.000
7.296, -7.610, 2.118, -45.047, 42.727, 0.000
7.375, -6.747, 2.432, -40.986, 45.798, 0.000
7.100, -6.825, 2.314, -42.427, 44.571, 0.000
6.355, -7.453, 2.040, -48.156, 39.433, 0.000
4.943, -8.669, 1.412, -59.334, 29.367, 0.000
3.373, -9.140, 1.138, -68.718, 20.116, 0.000
-1.765, -9.846, 0.000, -79.836, -10.164, 0.000
-9.964, -5.688, -2.040, -29.217, -121.235, 0.000
-13.062, 5.296, -1.883, 21.864, -113.281, 0.000
-2.824, 10.513, 0.941, 74.188, -14.981, 0.000
0.706, -4.080, 1.020, -73.087, 9.532, 0.000
-12.160, -8.434, -2.079, -34.358, -125.539, 0.000
-14.632, 6.551, -2.118, 23.898, -115.199, 0.000
1.294, 6.865, 1.844, 71.832, 10.321, 0.000
2.001, -7.532, 0.824, -73.973, 14.791, 0.000
-6.747, -9.846, -0.824, -55.381, -145.672, 0.000
-11.101, -3.334, -2.040, -16.458, -109.397, 0.000
-10.827, 2.118, -1.373, 10.984, -103.124, 0.000
-8.120, 7.453, -0.235, 42.536, -132.562, 0.000
-2.001, 9.964, 1.648, 75.420, -11.205, 0.000
3.648, 8.277, 2.118, 62.993, 23.122, 0.000
6.119, 2.511, 3.256, 19.910, 56.105, 0.000
-3.060, -9.022, 0.235, -71.215, -18.727, 0.000
-20.006, -1.608, -3.923, -4.511, -101.965, 0.000
-10.670, 9.179, -1.451, 40.446, -131.055, 0.000
-20.006, -8.238, -4.825, -21.816, -115.510, 0.000
-20.006, 11.180, -7.296, 27.699, -123.715, 0.000
-20.006, -10.120, -10.944, -23.932, -126.690, 0.000
-20.006, 4.629, -12.945, 10.993, -124.496, 0.000
-20.006, -0.941, -13.219, -2.248, -123.523, 0.000
-20.006, -11.023, -12.239, -25.174, -129.465, 0.000
-20.006, -8.669, -15.024, -19.111, -130.926, 0.000
-20.006, 9.140, -19.966, 17.920, -137.665, 0.000
-20.006, -12.945, -20.006, -24.586, -139.984, 0.000
-20.006, -6.472, -16.397, -14.048, -131.385, 0.000
-20.006, -7.610, -20.006, -15.055, -136.934, 0.000
-20.006, 3.609, -17.064, 7.815, -131.082, 0.000
-20.006, 5.806, -20.006, 11.596, -136.158, 0.000
-20.006, 6.629, -20.006, 13.187, -136.492, 0.000
-20.006, 9.140, -20.006, 17.903, -137.711, 0.000
-20.006, 6.276, -20.006, 12.508, -136.344, 0.000
-20.006, -2.550, -20.006, -5.150, -135.231, 0.000
-20.006, 4.080, -20.006, 8.205, -135.584, 0.000
-20.006, 4.864, -20.006, 9.755, -135.823, 0.000
-20.006, 5.413, -20.006, 10.832, -136.012, 0.000
-20.006, 8.826, -20.006, 17.326, -137.544, 0.000
-20.006, -1.804, -20.006, -3.649, -135.116, 0.000
-20.006, -7.845, -20.006, -15.499, -137.047, 0.000
-20.006, -12.788, -20.006, -24.323, -139.883, 0.000
-20.006, -18.633, -20.006, -33.368, -143.804, 0.000
-20.006, -9.218, -20.006, -18.047, -137.754, 0.000
-20.006, -7.414, -20.006, -14.684, -136.842, 0.000
-20.006, -2.942, -20.006, -5.937, -135.306, 0.000
-20.006, 9.689, -20.006, 18.904, -138.013, 0.000
-20.006, -2.236, -20.006, -4.519, -135.178, 0.000
-20.006, 5.609, -20.006, 11.214, -136.084, 0.000
-20.006, 14.828, -20.006, 27.659, -141.222, 0.000
-20.006, 1.648, -20.006, 3.333, -135.097, 0.000
-20.006, 9.218, -20.006, 18.047, -137.754, 0.000
-20.006, 5.178, -20.006, 10.371, -135.929, 0.000
-20.006, 5.021, -20.006, 10.063, -135.875, 0.000
-20.006, -6.865, -20.006, -13.638, -136.594, 0.000
-20.006, -12.082, -20.006, -23.124, -139.436, 0.000
-20.006, -10.552, -20.006, -20.454, -138.507, 0.000
-20.006, -13.455, -20.006, -25.434, -140.314, 0.000
-20.006, -10.081, -20.006, -19.612, -138.234, 0.000
-20.006, -12.631, -20.006, -24.058, -139.783, 0.000
-20.006, -4.158, -20.006, -8.361, -135.606, 0.000
-20.006, -4.197, -20.006, -8.438, -135.617, 0.000
-20.006, 2.471, -20.006, 4.992, -135.217, 0.000
-20.006, 4.590, -20.006, 9.214, -135.735, 0.000
-20.006, -2.471, -20.006, -4.992, -135.217, 0.000
-20.006, 0.588, -20.006, 1.191, -135.012, 0.000
-20.006, -1.373, -20.006, -2.778, -135.067, 0.000
-20.006, -0.235, -20.006, -0.477, -135.002, 0.000
-20.006, -13.023, -20.006, -24.717, -140.035, 0.000
-20.006, -8.316, -20.006, -16.380, -137.281, 0.000
-20.006, -14.749, -20.006, -27.534, -141.170, 0.000
-20.006, -2.550, -20.006, -5.150, -135.231, 0.000
-20.006, 3.766, -20.006, 7.582, -135.499, 0.000
-20.006, 6.198, -20.006, 12.356, -136.312, 0.000
-20.006, 3.609, -20.006, 7.269, -135.459, 0.000
-20.006, -3.962, -20.006, -7.972, -135.551, 0.000
-20.006, -1.098, -20.006, -2.223, -135.043, 0.000
-20.006, -10.787, -20.006, -20.871, -138.646, 0.000
-20.006, -6.237, -20.006, -12.432, -136.328, 0.000
-20.006, -15.338, -20.006, -28.463, -141.564, 0.000
-20.006, -6.982, -20.006, -13.863, -136.646, 0.000
-20.006, 6.355, -20.006, 12.659, -136.376, 0.000
-20.006, -4.668, -20.006, -9.369, -135.759, 0.000
-20.006, 11.454, -20.006, 22.041, -139.048, 0.000
-20.006, 3.099, -20.006, 6.251, -135.340, 0.000
-20.006, 5.962, -20.006, 11.901, -136.219, 0.000
-20.006, 0.471, -20.006, 0.953, -135.008, 0.000
-20.006, 15.926, -18.162, 30.516, -140.369, 0.000
-20.006, 3.883, -20.006, 7.816, -135.530, 0.000
-20.006, 4.158, -20.006, 8.361, -135.606, 0.000
-20.006, 6.080, -20.006, 12.129, -136.265, 0.000
-20.006, 1.177, -20.006, 2.382, -135.049, 0.000
-20.006, -0.392, -20.006, -0.794, -135.005, 0.000
-20.006, -1.255, -20.006, -2.540, -135.056, 0.000
-20.006, 7.178, -20.006, 14.237, -136.734, 0.000
-20.006, -11.336, -15.808, -23.970, -134.198, 0.000
-20.006, -3.805, -20.006, -7.660, -135.509, 0.000
-20.006, 7.845, -14.396, 17.657, -129.336, 0.000
-20.006, 3.962, -18.319, 8.310, -133.133, 0.000
-20.006, -0.471, -19.888, -0.956, -134.839, 0.000
-20.006, -10.670, -19.064, -21.112, -137.519, 0.000
-20.006, -6.786, -11.846, -16.271, -124.311, 0.000
-20.006, 5.374, -5.727, 14.480, -111.434, 0.000
-20.006, -9.611, -15.691, -20.707, -132.606, 0.000
-20.006, -20.006, -14.788, -38.804, -141.196, 0.000
-20.006, -7.610, -8.238, -19.379, -119.274, 0.000
-20.006, 5.649, -10.513, 14.033, -120.818, 0.000
-20.006, -6.982, -14.671, -15.719, -129.082, 0.000
-20.006, -9.571, -11.964, -22.323, -127.447, 0.000
-20.006, 4.825, -10.748, 11.994, -120.494, 0.000
-20.006, -1.255, -13.690, -2.964, -124.496, 0.000
-20.006, -11.023, -9.493, -26.463, -126.023, 0.000
-20.006, 4.472, -9.532, 11.409, -117.758, 0.000
-20.006, 9.218, -13.415, 20.942, -129.133, 0.000
-20.006, -11.454, -15.769, -24.211, -134.252, 0.000
-20.006, -5.806, -11.807, -14.032, -123.332, 0.000
-20.006, 4.668, -13.219, 11.016, -125.022, 0.000
-20.006, 5.492, -17.181, 11.764, -132.039, 0.000
-20.006, -9.885, -19.535, -19.470, -137.580, 0.000
-20.006, -7.218, -18.280, -14.914, -134.491, 0.000
-20.006, -12.003, -19.809, -23.091, -139.182, 0.000
-20.006, -6.276, -16.514, -13.601, -131.448, 0.000
-20.006, -5.492, -20.006, -10.985, -136.040, 0.000
-20.006, 1.334, -20.006, 2.699, -135.064, 0.000
-20.006, 1.961, -20.006, 3.966, -135.137, 0.000
-20.006, -2.157, -20.006, -4.361, -135.166, 0.000
-20.006, 1.177, -20.006, 2.382, -135.049, 0.000
-20.006, -7.571, -20.006, -14.981, -136.916, 0.000
-20.006, -8.277, -20.006, -16.307, -137.261, 0.000
-20.006, -9.297, -20.006, -18.190, -137.796, 0.000
-20.006, -19.143, -20.006, -34.082, -144.151, 0.000
-20.006, -11.219, -20.006, -21.630, -138.905, 0.000
-20.006, -8.002, -20.006, -15.793, -137.124, 0.000
-20.006, 3.334, -20.006, 6.721, -135.392, 0.000
-20.006, 4.511, -20.006, 9.059, -135.710, 0.000
-20.006, -11.964, -20.006, -22.922, -139.363, 0.000
-20.006, -16.593, -20.006, -30.391, -142.414, 0.000
-20.006, -9.924, -20.006, -19.330, -138.145, 0.000
-20.006, -2.707, -20.006, -5.465, -135.260, 0.000
-20.006, 13.651, -20.006, 25.757, -140.443, 0.000
-20.006, -2.785, -20.006, -5.622, -135.275, 0.000
-20.006, -11.572, -20.006, -22.245, -139.120, 0.000
-20.006, -14.906, -20.006, -27.783, -141.274, 0.000
-20.006, -1.844, -20.006, -3.728, -135.121, 0.000
-20.006, -6.708, -20.006, -13.338, -136.525, 0.000
-20.006, -7.296, -20.006, -14.461, -136.788, 0.000
-20.006, -11.533, -20.006, -22.177, -139.096, 0.000
-20.006, 0.824, -20.006, 1.668, -135.024, 0.000
-20.006, 0.706, -20.006, 1.430, -135.018, 0.000
-20.006, -6.669, -20.006, -13.263, -136.508, 0.000
-20.006, -15.808, -20.006, -29.194, -141.882, 0.000
-20.006, -4.236, -20.006, -8.516, -135.628, 0.000
-20.006, 7.022, -20.006, 13.938, -136.663, 0.000
-20.006, -3.491, -20.006, -7.035, -135.430, 0.000
-20.006, -11.180, -20.006, -21.561, -138.881, 0.000
-20.006, 1.804, -20.006, 3.649, -135.116, 0.000
-20.006, -4.001, -20.006, -8.049, -135.562, 0.000
-20.006, -13.455, -20.006, -25.434, -140.314, 0.000
-20.006, -11.729, -20.006, -22.517, -139.217, 0.000
-20.006, 9.336, -20.006, 18.262, -137.818, 0.000
-20.006, 3.609, -20.006, 7.269, -135.459, 0.000
-20.006, -11.729, -20.006, -22.517, -139.217, 0.000
-20.006, 0.745, -20.006, 1.509, -135.020, 0.000
-20.006, 7.649, -20.006, 15.129, -136.953, 0.000
-20.006, -15.416, -20.006, -28.585, -141.617, 0.000
-20.006, -5.884, -20.006, -11.748, -136.188, 0.000
-20.006, -0.824, -20.006, -1.668, -135.024, 0.000
-20.006, -11.140, -20.006, -21.493, -138.857, 0.000
-20.006, -10.513, -20.006, -20.384, -138.484, 0.000
-20.006, -1.294, -20.006, -2.620, -135.060, 0.000
-20.006, 7.414, -20.006, 14.684, -136.842, 0.000
-20.006, 1.216, -20.006, 2.461, -135.053, 0.000
-20.006, 5.139, -20.006, 10.294, -135.915, 0.000
-20.006, 4.550, -20.006, 9.137, -135.722, 0.000
-20.006, 2.824, -19.809, 5.729, -135.006, 0.000
-20.006, 6.159, -20.006, 12.280, -136.296, 0.000
-20.006, 6.825, -19.966, 13.576, -136.526, 0.000
-20.006, 16.201, -14.396, 33.317, -137.291, 0.000
-20.006, 4.825, -16.789, 10.467, -131.127, 0.000
-20.006, -10.277, -19.378, -20.254, -137.634, 0.000
-20.006, -6.708, -14.788, -15.090, -129.066, 0.000
-20.006, 1.216, -7.492, 3.258, -110.777, 0.000
-20.006, -4.040, -11.180, -9.999, -120.719, 0.000
-20.006, -9.964, -7.845, -24.875, -122.371, 0.000
-20.006, 9.767, -7.218, 24.667, -121.261, 0.000
-11.690, -10.199, -3.217, -40.071, -132.454, 0.000
-20.006, 1.098, -6.472, 2.990, -108.167, 0.000
-3.805, 4.472, 0.314, 49.510, -40.324, 0.000
