Taken by Alex and Dennis 2/20/15

AccelX, AccelY, AccelZ, Roll, Pitch, Heading
-1.530, -0.745, 10.356, -4.072, -8.382, 0.000
-1.334, -0.667, 10.395, -3.641, -7.296, 0.000
-1.373, -0.706, 10.356, -3.867, -7.535, 0.000
-1.373, -0.628, 10.356, -3.438, -7.538, 0.000
-1.412, -0.667, 10.356, -3.651, -7.749, 0.000
-1.334, -0.628, 10.317, -3.453, -7.353, 0.000
-1.412, -0.706, 10.277, -3.894, -7.806, 0.000
-1.412, -0.667, 10.356, -3.651, -7.749, 0.000
-1.294, -0.745, 10.356, -4.085, -7.107, 0.000
-1.412, -0.667, 10.277, -3.678, -7.807, 0.000
-1.412, -0.667, 10.238, -3.692, -7.837, 0.000
-1.373, -0.667, 10.317, -3.666, -7.565, 0.000
-1.412, -0.628, 10.277, -3.462, -7.809, 0.000
-1.412, -0.667, 10.317, -3.664, -7.778, 0.000
-1.373, -0.706, 10.395, -3.852, -7.507, 0.000
-1.334, -0.745, 10.395, -4.068, -7.293, 0.000
-1.373, -0.745, 10.317, -4.096, -7.561, 0.000
-1.373, -0.706, 10.317, -3.881, -7.563, 0.000
-1.373, -0.706, 10.317, -3.881, -7.563, 0.000
-1.334, -0.706, 10.238, -3.912, -7.405, 0.000
-1.334, -0.588, 10.356, -3.225, -7.327, 0.000
-1.373, -0.745, 10.277, -4.111, -7.589, 0.000
-1.451, -0.667, 10.277, -3.676, -8.022, 0.000
-1.412, -0.628, 10.395, -3.424, -7.722, 0.000
-1.412, -0.706, 10.317, -3.879, -7.776, 0.000
-1.373, -0.706, 10.395, -3.852, -7.507, 0.000
-1.373, -0.667, 10.356, -3.653, -7.537, 0.000
-1.373, -0.667, 10.356, -3.653, -7.537, 0.000
-1.373, -0.706, 10.356, -3.867, -7.535, 0.000
-1.451, -0.628, 10.395, -3.422, -7.934, 0.000
-1.334, -0.706, 10.356, -3.869, -7.322, 0.000
-1.412, -0.667, 10.395, -3.637, -7.721, 0.000
-1.373, -0.745, 10.356, -4.081, -7.533, 0.000
-1.020, -0.471, 10.513, -2.552, -5.536, 0.000
2.393, 5.256, 9.414, 28.419, 12.512, 0.000
-3.805, 5.806, 3.844, 47.026, -28.655, 0.000
-2.981, 5.060, -3.452, 47.970, -154.048, 0.000
0.353, 3.687, -9.924, 20.370, 178.090, 0.000
-2.157, 7.728, -4.315, 58.024, -166.301, 0.000
-0.392, 7.610, -0.706, 83.941, -177.062, 0.000
-0.235, 6.904, 7.022, 44.500, -1.369, 0.000
-1.334, 5.570, 9.767, 29.468, -6.764, 0.000
-0.392, 2.040, 7.728, 14.768, -2.810, 0.000
-1.922, 3.766, 9.846, 20.575, -10.334, 0.000
-5.296, -0.118, 11.376, -0.537, -24.962, 0.000
3.413, 12.709, 7.610, 56.726, 12.973, 0.000
3.923, 8.159, 2.707, 59.710, 24.528, 0.000
-2.981, 2.864, 4.707, 27.200, -28.417, 0.000
-4.472, 3.648, 9.767, 18.757, -23.214, 0.000
-4.511, 4.903, 9.454, 25.085, -22.957, 0.000
-3.609, 3.491, 8.002, 21.688, -22.458, 0.000
-4.590, 4.236, 9.179, 22.431, -24.417, 0.000
-4.354, 3.923, 8.316, 22.679, -25.340, 0.000
-4.001, 3.648, 8.081, 22.027, -24.289, 0.000
-5.492, 4.197, 11.533, 18.190, -24.107, 0.000
-3.609, 3.099, 8.865, 17.940, -21.021, 0.000
-3.570, 2.824, 9.140, 16.058, -20.463, 0.000
-3.491, 2.393, 9.179, 13.694, -20.206, 0.000
-3.099, 2.667, 9.650, 14.745, -17.199, 0.000
-2.746, 2.314, 9.532, 13.133, -15.639, 0.000
-3.256, 1.687, 8.904, 10.088, -19.761, 0.000
-3.687, 1.177, 9.807, 6.409, -20.472, 0.000
-2.824, 0.902, 12.082, 4.159, -13.122, 0.000
-1.530, 0.078, 10.748, 0.414, -8.101, 0.000
-1.255, -1.294, 9.846, -7.430, -7.204, 0.000
-0.981, -0.745, 8.394, -5.040, -6.637, 0.000
-1.255, -0.745, 9.022, -4.678, -7.894, 0.000
-2.432, -1.059, 12.160, -4.882, -11.268, 0.000
-1.726, -0.510, 10.434, -2.760, -9.381, 0.000
1.098, 0.706, 11.886, 3.385, 5.270, 0.000
-0.706, 3.844, 8.434, 24.429, -4.356, 0.000
0.078, 7.767, 5.178, 56.307, 0.482, 0.000
1.922, 9.964, 1.648, 75.744, 10.776, 0.000
1.177, 8.826, 2.079, 74.854, 7.395, 0.000
1.844, 7.178, 5.060, 53.121, 11.855, 0.000
1.216, 9.218, 3.805, 66.571, 6.952, 0.000
2.785, 10.199, 4.001, 64.453, 14.263, 0.000
1.648, 9.532, 3.413, 68.319, 9.242, 0.000
2.471, 11.533, 2.040, 74.472, 11.915, 0.000
2.589, 9.454, 2.589, 68.829, 14.796, 0.000
0.941, 8.865, 2.197, 74.913, 5.885, 0.000
0.588, 9.101, 2.628, 73.514, 3.554, 0.000
2.040, 10.120, 2.001, 74.235, 11.185, 0.000
1.844, 10.277, 1.451, 77.139, 10.072, 0.000
1.216, 9.846, 1.491, 78.945, 6.962, 0.000
0.785, 8.316, 1.648, 77.624, 5.287, 0.000
7.728, 8.081, 3.020, 44.243, 41.853, 0.000
8.159, 1.883, 2.157, 12.577, 70.661, 0.000
10.277, 0.510, 0.981, 2.828, 83.861, 0.000
9.532, -2.628, 2.157, -15.052, 70.368, 0.000
9.454, -1.765, 0.275, -10.572, 79.299, 0.000
9.728, -1.569, 1.334, -9.079, 78.048, 0.000
9.493, -1.530, 1.373, -9.062, 77.782, 0.000
9.767, -0.941, 1.765, -5.418, 78.425, 0.000
9.454, -1.059, 1.687, -6.294, 78.103, 0.000
9.650, -1.059, 1.177, -6.218, 80.683, 0.000
9.964, -1.098, 1.216, -6.245, 80.661, 0.000
9.257, -1.098, 0.941, -6.732, 81.119, 0.000
9.846, -0.275, 1.844, -1.570, 79.280, 0.000
10.042, 0.157, -0.745, 0.893, 94.337, 0.000
10.317, -1.765, 1.138, -9.652, 78.494, 0.000
7.688, -3.844, 0.275, -26.550, 63.377, 0.000
9.846, -0.588, 0.785, -3.409, 84.312, 0.000
8.748, -1.608, 2.001, -10.161, 73.646, 0.000
15.691, 10.160, 0.196, 32.921, 57.072, 0.000
9.140, -1.373, 2.354, -8.277, 73.400, 0.000
9.414, -0.745, 2.785, -4.341, 72.973, 0.000
9.728, -1.726, 2.707, -9.700, 71.738, 0.000
9.257, 0.275, 2.667, 1.633, 73.846, 0.000
9.650, -0.314, 2.981, -1.780, 72.743, 0.000
9.689, -1.020, 2.707, -5.789, 73.378, 0.000
9.336, -3.413, 3.962, -18.598, 60.747, 0.000
9.454, -1.844, 3.570, -10.340, 66.975, 0.000
9.022, -2.001, 2.314, -12.122, 71.270, 0.000
8.983, -1.961, 2.157, -11.986, 72.017, 0.000
8.826, -3.177, 2.236, -19.238, 66.241, 0.000
10.827, -0.588, 5.296, -2.795, 63.796, 0.000
8.748, 1.765, 4.550, 10.150, 60.841, 0.000
9.571, 0.824, 2.432, 4.768, 74.982, 0.000
10.434, -0.118, 3.217, -0.617, 72.856, 0.000
8.669, 0.588, 4.158, 3.502, 64.154, 0.000
10.003, -3.138, 5.570, -15.328, 57.415, 0.000
9.650, -4.511, 2.236, -24.485, 62.447, 0.000
8.198, 1.294, 1.804, 8.766, 74.844, 0.000
10.081, -0.392, 2.628, -2.156, 75.233, 0.000
10.277, -0.471, 2.942, -2.521, 73.833, 0.000
10.160, -0.431, 3.373, -2.308, 71.492, 0.000
9.532, -1.883, 2.981, -10.676, 69.700, 0.000
9.375, -1.491, 2.589, -8.713, 72.325, 0.000
8.904, -0.745, 2.511, -4.606, 73.611, 0.000
8.591, -3.217, 1.765, -20.141, 66.872, 0.000
10.827, -1.530, 5.296, -7.234, 63.018, 0.000
8.512, 1.059, 2.824, 6.735, 70.488, 0.000
14.396, -11.180, 12.474, -30.408, 40.677, 0.000
9.179, -2.393, 2.118, -14.252, 70.804, 0.000
9.611, -1.569, 2.903, -8.883, 71.050, 0.000
8.277, -0.706, -0.078, -4.876, 94.906, 0.000
9.728, -1.138, 2.471, -6.466, 74.376, 0.000
9.493, -1.530, 2.275, -8.907, 73.891, 0.000
9.218, -1.687, 2.040, -10.129, 73.980, 0.000
9.532, -1.177, 2.589, -6.794, 73.388, 0.000
10.552, -1.961, 2.432, -10.266, 73.506, 0.000
9.493, -1.098, 2.628, -6.363, 73.297, 0.000
9.454, -1.059, 2.785, -6.134, 72.506, 0.000
9.454, -1.138, 2.785, -6.584, 72.347, 0.000
9.454, -1.138, 2.785, -6.584, 72.347, 0.000
9.454, -1.138, 2.785, -6.584, 72.347, 0.000
9.414, -1.059, 2.746, -6.164, 72.640, 0.000
9.493, -1.059, 2.628, -6.137, 73.380, 0.000
9.454, -1.138, 2.785, -6.584, 72.347, 0.000
9.414, -0.902, 2.550, -5.285, 73.971, 0.000
9.532, -1.059, 2.785, -6.088, 72.641, 0.000
9.493, -1.020, 2.589, -5.918, 73.663, 0.000
9.414, -1.020, 2.785, -5.931, 72.513, 0.000
9.454, -1.020, 2.707, -5.921, 72.988, 0.000
9.571, -0.588, 2.707, -3.385, 73.860, 0.000
9.414, -0.431, 2.707, -2.522, 73.768, 0.000
9.493, -0.588, 2.746, -3.408, 73.521, 0.000
9.532, -0.588, 2.746, -3.395, 73.585, 0.000
9.532, -0.588, 2.824, -3.387, 73.161, 0.000
9.414, -0.392, 2.589, -2.301, 74.457, 0.000
9.846, -1.726, 2.314, -9.684, 73.657, 0.000
9.689, -0.824, 2.746, -4.676, 73.518, 0.000
9.532, -1.138, 2.628, -6.563, 73.278, 0.000
9.532, -1.294, 2.746, -7.435, 72.335, 0.000
9.767, -1.255, 2.824, -7.038, 72.441, 0.000
9.532, -1.020, 2.550, -5.901, 73.929, 0.000
9.571, -0.941, 2.824, -5.389, 72.722, 0.000
9.493, -1.098, 2.746, -6.342, 72.696, 0.000
9.493, -0.981, 2.746, -5.667, 72.926, 0.000
9.414, -1.020, 2.707, -5.944, 72.921, 0.000
9.532, -1.098, 2.785, -6.311, 72.563, 0.000
8.591, -1.177, 2.667, -7.453, 71.254, 0.000
9.297, 3.413, 1.412, 19.947, 68.333, 0.000
9.454, -0.981, 2.942, -5.657, 71.839, 0.000
9.454, -0.981, 2.903, -5.663, 72.042, 0.000
9.493, -1.138, 2.942, -6.530, 71.619, 0.000
8.865, -1.491, 2.118, -9.288, 73.713, 0.000
9.375, -0.431, 3.060, -2.505, 71.758, 0.000
9.375, -0.549, 2.824, -3.210, 72.939, 0.000
9.532, -1.020, 3.020, -5.824, 71.508, 0.000
9.493, -1.216, 2.667, -7.030, 72.839, 0.000
9.728, -0.941, 3.256, -5.243, 70.792, 0.000
9.611, -1.530, 3.099, -8.615, 70.221, 0.000
9.414, -1.373, 2.824, -7.952, 71.553, 0.000
9.375, -1.255, 3.060, -7.254, 70.569, 0.000
9.414, -1.726, 2.942, -9.926, 70.084, 0.000
9.375, -2.157, 3.923, -11.985, 64.475, 0.000
8.787, -3.295, 2.118, -20.030, 65.973, 0.000
10.042, -0.078, -6.198, -0.381, 121.684, 0.000
9.375, -1.883, 2.864, -10.873, 69.920, 0.000
9.257, -0.902, 2.393, -5.390, 74.558, 0.000
9.454, -1.883, 3.020, -10.743, 69.369, 0.000
9.375, -1.608, 3.138, -9.240, 69.387, 0.000
9.414, -1.491, 3.099, -8.553, 69.934, 0.000
9.414, -1.726, 3.099, -9.879, 69.355, 0.000
9.257, -1.569, 3.177, -9.108, 69.054, 0.000
8.708, -1.491, 3.060, -9.174, 68.653, 0.000
9.650, -1.294, 3.334, -7.226, 69.663, 0.000
9.257, -1.334, 3.060, -7.789, 70.174, 0.000
9.493, -1.294, 3.177, -7.368, 70.129, 0.000
9.297, -1.098, 2.981, -6.419, 71.132, 0.000
9.454, -1.491, 3.177, -8.501, 69.633, 0.000
9.611, -1.334, 3.217, -7.497, 70.083, 0.000
9.218, -1.098, 2.707, -6.522, 72.418, 0.000
9.650, -1.098, 3.177, -6.170, 70.792, 0.000
9.257, -1.138, 3.295, -6.604, 69.366, 0.000
9.454, -1.177, 2.903, -6.786, 71.669, 0.000
9.336, -1.098, 3.020, -6.387, 71.004, 0.000
9.571, -1.098, 2.942, -6.260, 71.835, 0.000
9.375, -1.098, 2.707, -6.422, 72.695, 0.000
9.375, -1.294, 2.903, -7.514, 71.273, 0.000
9.650, -1.177, 2.903, -6.661, 72.017, 0.000
9.454, -1.177, 2.864, -6.794, 71.867, 0.000
9.611, -1.294, 2.667, -7.395, 72.855, 0.000
9.414, -0.941, 2.275, -5.552, 75.343, 0.000
9.689, -1.255, 2.746, -7.105, 72.692, 0.000
9.454, -1.648, 3.413, -9.309, 68.156, 0.000
9.101, -0.431, 2.589, -2.611, 73.912, 0.000
9.061, -1.255, 2.864, -7.525, 70.963, 0.000
9.728, -1.530, 3.177, -8.502, 70.074, 0.000
9.375, -1.334, 2.550, -7.816, 72.937, 0.000
9.336, -1.373, 2.471, -8.091, 73.153, 0.000
10.199, -5.452, 3.413, -26.884, 57.760, 0.000
9.689, -1.177, 2.667, -6.679, 73.253, 0.000
9.571, -1.059, 2.667, -6.084, 73.308, 0.000
9.375, -0.863, 2.471, -5.086, 74.400, 0.000
8.865, -0.157, 2.157, -0.985, 76.287, 0.000
8.394, -0.706, 0.118, -4.807, 85.126, 0.000
9.532, -1.412, 2.864, -8.075, 71.481, 0.000
9.611, -1.059, 2.903, -6.022, 72.176, 0.000
9.297, -1.373, 2.314, -8.155, 73.857, 0.000
9.571, -1.412, 2.667, -8.089, 72.498, 0.000
9.650, -1.373, 3.060, -7.723, 70.836, 0.000
9.532, -1.648, 2.824, -9.409, 71.067, 0.000
10.003, -0.941, 4.354, -4.932, 65.994, 0.000
9.454, -1.373, 3.060, -7.867, 70.468, 0.000
9.179, -1.412, 2.981, -8.325, 70.233, 0.000
9.689, -1.255, 2.942, -7.067, 71.731, 0.000
9.297, -1.098, 3.452, -6.320, 68.712, 0.000
9.571, -1.059, 2.903, -6.045, 72.108, 0.000
9.454, -1.020, 2.785, -5.908, 72.581, 0.000
9.414, -1.020, 2.942, -5.904, 71.699, 0.000
9.336, -0.941, 2.746, -5.526, 72.728, 0.000
9.101, -0.785, 1.765, -4.837, 78.016, 0.000
9.454, -1.059, 2.981, -6.099, 71.497, 0.000
9.493, -1.059, 2.864, -6.097, 72.171, 0.000
9.493, -1.255, 3.060, -7.173, 70.792, 0.000
9.414, -1.059, 3.060, -6.107, 71.021, 0.000
9.375, -1.098, 2.864, -6.393, 71.885, 0.000
9.454, -1.138, 2.785, -6.584, 72.347, 0.000
9.336, -1.138, 2.903, -6.637, 71.533, 0.000
9.493, -1.098, 3.060, -6.284, 71.096, 0.000
9.493, -1.138, 2.864, -6.545, 72.017, 0.000
9.414, -0.863, 2.824, -5.018, 72.584, 0.000
9.375, -1.059, 3.020, -6.137, 71.150, 0.000
9.532, -1.020, 3.060, -5.817, 71.307, 0.000
9.964, -1.804, 4.433, -9.395, 64.344, 0.000
9.532, -1.216, 3.060, -6.926, 70.945, 0.000
9.336, -1.491, 2.824, -8.689, 71.116, 0.000
9.375, -1.177, 2.785, -6.861, 72.125, 0.000
9.571, -1.098, 3.060, -6.238, 71.240, 0.000
9.454, -1.138, 3.060, -6.531, 70.950, 0.000
9.414, -1.138, 2.942, -6.579, 71.477, 0.000
9.532, -1.216, 3.060, -6.926, 70.945, 0.000
9.454, -1.373, 2.942, -7.895, 71.046, 0.000
9.571, -1.255, 2.981, -7.137, 71.327, 0.000
9.493, -1.098, 2.824, -6.328, 72.296, 0.000
9.414, -1.138, 2.903, -6.587, 71.677, 0.000
9.375, -1.138, 3.020, -6.588, 71.003, 0.000
9.414, -1.059, 2.903, -6.136, 71.829, 0.000
9.414, -1.098, 2.903, -6.361, 71.754, 0.000
9.454, -1.177, 2.864, -6.794, 71.867, 0.000
9.454, -1.138, 2.785, -6.584, 72.347, 0.000
9.493, -1.098, 2.824, -6.328, 72.296, 0.000
9.414, -1.177, 2.824, -6.827, 71.996, 0.000
9.414, -1.059, 2.864, -6.143, 72.032, 0.000
9.414, -1.138, 2.903, -6.587, 71.677, 0.000
9.375, -1.138, 2.942, -6.604, 71.405, 0.000
9.454, -1.216, 2.903, -7.010, 71.587, 0.000
9.493, -1.138, 2.864, -6.545, 72.017, 0.000
9.414, -1.098, 2.746, -6.390, 72.561, 0.000
9.454, -1.098, 2.824, -6.352, 72.227, 0.000
9.454, -1.138, 2.864, -6.570, 71.948, 0.000
9.375, -1.098, 3.020, -6.363, 71.077, 0.000
9.454, -1.098, 2.942, -6.330, 71.624, 0.000
9.414, -1.098, 2.864, -6.369, 71.956, 0.000
9.414, -1.138, 2.824, -6.602, 72.078, 0.000
9.414, -1.138, 2.942, -6.579, 71.477, 0.000
9.454, -1.138, 2.864, -6.570, 71.948, 0.000
9.571, -1.138, 2.903, -6.489, 71.958, 0.000
9.414, -1.138, 2.746, -6.617, 72.479, 0.000
9.493, -1.098, 2.824, -6.328, 72.296, 0.000
9.414, -1.059, 2.824, -6.150, 72.235, 0.000
9.493, -1.098, 2.903, -6.314, 71.895, 0.000
9.375, -1.059, 2.864, -6.167, 71.962, 0.000
9.414, -1.177, 2.785, -6.835, 72.195, 0.000
9.532, -1.177, 2.903, -6.736, 71.809, 0.000
9.454, -1.138, 2.942, -6.554, 71.548, 0.000
9.414, -1.138, 2.903, -6.587, 71.677, 0.000
9.493, -1.020, 2.903, -5.866, 72.042, 0.000
9.414, -1.138, 2.942, -6.579, 71.477, 0.000
9.493, -1.138, 2.785, -6.560, 72.416, 0.000
9.454, -1.138, 2.864, -6.570, 71.948, 0.000
9.454, -1.098, 2.903, -6.338, 71.825, 0.000
9.454, -1.098, 2.864, -6.345, 72.026, 0.000
9.493, -1.059, 2.824, -6.104, 72.372, 0.000
9.493, -1.098, 2.864, -6.321, 72.095, 0.000
9.454, -1.177, 2.903, -6.786, 71.669, 0.000
9.493, -1.138, 2.864, -6.545, 72.017, 0.000
9.493, -1.020, 2.785, -5.886, 72.649, 0.000
9.414, -1.059, 2.942, -6.129, 71.627, 0.000
9.493, -1.098, 2.903, -6.314, 71.895, 0.000
9.375, -1.059, 2.903, -6.159, 71.758, 0.000
9.454, -1.098, 2.903, -6.338, 71.825, 0.000
9.375, -1.059, 2.942, -6.152, 71.555, 0.000
9.257, -1.020, 2.824, -6.015, 72.029, 0.000
9.454, -1.138, 2.746, -6.592, 72.547, 0.000
9.571, -1.177, 2.864, -6.718, 72.076, 0.000
9.454, -1.138, 2.824, -6.577, 72.147, 0.000
9.571, -1.216, 3.138, -6.884, 70.627, 0.000
9.414, -1.098, 2.942, -6.354, 71.553, 0.000
9.414, -1.098, 2.824, -6.376, 72.157, 0.000
9.454, -1.177, 2.824, -6.802, 72.066, 0.000
9.454, -1.138, 2.942, -6.554, 71.548, 0.000
9.454, -1.177, 2.942, -6.778, 71.470, 0.000
9.454, -1.138, 2.746, -6.592, 72.547, 0.000
9.375, -1.098, 2.903, -6.386, 71.683, 0.000
9.454, -1.059, 2.864, -6.120, 72.102, 0.000
9.493, -1.216, 3.060, -6.951, 70.872, 0.000
9.454, -1.255, 2.903, -7.234, 71.503, 0.000
9.493, -1.098, 2.903, -6.314, 71.895, 0.000
9.571, -1.138, 3.060, -6.459, 71.168, 0.000
9.532, -1.098, 2.785, -6.311, 72.563, 0.000
9.140, -1.216, 1.883, -7.424, 76.221, 0.000
9.532, -1.138, 2.746, -6.542, 72.682, 0.000
9.414, -1.255, 2.511, -7.341, 73.398, 0.000
9.493, -1.098, 2.471, -6.389, 74.099, 0.000
9.297, -0.471, 2.001, -2.834, 77.534, 0.000
9.375, -1.059, 2.511, -6.228, 73.794, 0.000
9.924, -0.667, 2.628, -3.716, 74.719, 0.000
9.532, -1.098, 2.471, -6.364, 74.161, 0.000
9.179, -1.059, 3.217, -6.215, 69.749, 0.000
9.532, -0.392, 1.294, -2.335, 81.924, 0.000
10.317, -0.706, 3.923, -3.660, 68.877, 0.000
7.296, -1.491, 5.766, -9.106, 50.775, 0.000
9.611, -0.745, 2.354, -4.308, 75.593, 0.000
9.611, -0.941, 2.314, -5.440, 75.427, 0.000
9.454, -0.785, 2.314, -4.608, 75.507, 0.000
9.611, -1.020, 2.471, -5.868, 74.454, 0.000
9.414, -0.431, 2.393, -2.543, 75.519, 0.000
9.493, -1.294, 2.471, -7.518, 73.623, 0.000
9.650, -0.863, 2.471, -4.951, 74.823, 0.000
9.493, -0.941, 2.471, -5.482, 74.433, 0.000
9.611, -0.706, 2.354, -4.082, 75.658, 0.000
9.532, -0.824, 2.432, -4.787, 74.923, 0.000
9.650, -0.785, 2.314, -4.520, 75.789, 0.000
9.493, -0.785, 2.511, -4.568, 74.513, 0.000
9.650, -0.902, 2.432, -5.180, 74.954, 0.000
9.689, -0.824, 2.354, -4.723, 75.567, 0.000
9.728, -0.824, 2.393, -4.701, 75.419, 0.000
9.571, -0.588, 2.432, -3.410, 75.349, 0.000
9.493, -0.706, 2.511, -4.113, 74.638, 0.000
9.728, -0.902, 2.393, -5.146, 75.272, 0.000
9.650, -0.902, 2.157, -5.213, 76.378, 0.000
10.081, -1.216, 2.942, -6.605, 72.475, 0.000
9.454, -0.745, 2.471, -4.362, 74.728, 0.000
9.140, -0.157, 2.236, -0.955, 76.221, 0.000
9.493, -0.902, 2.511, -5.250, 74.303, 0.000
9.650, -0.667, 2.471, -3.830, 75.144, 0.000
9.101, 0.314, 2.785, 1.889, 72.883, 0.000
17.181, -3.295, 0.588, -10.850, 78.976, 0.000
9.022, -0.314, 2.746, -1.906, 72.969, 0.000
10.199, -0.824, 2.746, -4.460, 74.300, 0.000
9.532, -0.902, 2.471, -5.235, 74.571, 0.000
9.532, -0.902, 2.511, -5.230, 74.365, 0.000
9.611, -0.941, 2.550, -5.409, 74.208, 0.000
9.611, -0.941, 2.432, -5.425, 74.818, 0.000
9.611, -0.902, 2.432, -5.200, 74.895, 0.000
9.532, -1.020, 2.511, -5.907, 74.131, 0.000
9.571, -1.020, 2.589, -5.873, 73.790, 0.000
9.532, -0.981, 2.471, -5.687, 74.415, 0.000
9.532, -0.981, 2.511, -5.682, 74.211, 0.000
9.532, -0.902, 2.432, -5.240, 74.777, 0.000
9.532, -0.941, 2.471, -5.461, 74.494, 0.000
9.532, -0.941, 2.550, -5.450, 74.085, 0.000
9.611, -0.902, 2.432, -5.200, 74.895, 0.000
9.532, -0.902, 2.393, -5.245, 74.982, 0.000
9.571, -0.863, 2.393, -4.999, 75.117, 0.000
9.493, -0.981, 2.471, -5.709, 74.354, 0.000
9.571, -0.941, 2.511, -5.435, 74.351, 0.000
9.532, -0.902, 2.393, -5.245, 74.982, 0.000
9.611, -0.863, 2.354, -4.985, 75.381, 0.000
9.532, -0.863, 2.393, -5.018, 75.058, 0.000
9.532, -0.981, 2.628, -5.664, 73.601, 0.000
9.532, -0.981, 2.393, -5.698, 74.821, 0.000
9.571, -0.863, 2.550, -4.979, 74.292, 0.000
9.611, -0.941, 2.550, -5.409, 74.208, 0.000
9.571, -0.941, 2.471, -5.440, 74.555, 0.000
9.532, -0.941, 2.393, -5.472, 74.903, 0.000
9.571, -0.981, 2.471, -5.666, 74.476, 0.000
9.532, -0.902, 2.354, -5.250, 75.188, 0.000
9.571, -0.863, 2.432, -4.994, 74.911, 0.000
9.571, -0.902, 2.354, -5.230, 75.246, 0.000
9.571, -0.941, 2.432, -5.446, 74.759, 0.000
9.571, -0.863, 2.511, -4.984, 74.498, 0.000
9.571, -0.902, 2.354, -5.230, 75.246, 0.000
9.611, -0.941, 2.471, -5.420, 74.615, 0.000
9.532, -0.941, 2.550, -5.450, 74.085, 0.000
9.532, -0.981, 2.550, -5.676, 74.008, 0.000
9.493, -0.863, 2.393, -5.038, 75.000, 0.000
9.611, -0.902, 2.511, -5.190, 74.486, 0.000
9.493, -0.941, 2.471, -5.482, 74.433, 0.000
9.571, -0.863, 2.511, -4.984, 74.498, 0.000
9.493, -0.981, 2.550, -5.698, 73.945, 0.000
9.571, -0.941, 2.550, -5.429, 74.147, 0.000
9.611, -1.098, 2.981, -6.229, 71.707, 0.000
9.532, -0.902, 2.471, -5.235, 74.571, 0.000
9.611, -0.981, 2.354, -5.660, 75.141, 0.000
9.532, -1.020, 2.511, -5.907, 74.131, 0.000
9.493, -0.941, 2.550, -5.471, 74.023, 0.000
9.493, -1.020, 2.432, -5.942, 74.474, 0.000
9.493, -0.981, 2.511, -5.703, 74.150, 0.000
9.611, -1.020, 2.432, -5.874, 74.655, 0.000
9.571, -0.981, 2.393, -5.677, 74.881, 0.000
9.767, -0.981, 2.667, -5.532, 73.777, 0.000
9.571, -0.902, 2.471, -5.215, 74.631, 0.000
9.571, -0.902, 2.511, -5.210, 74.426, 0.000
9.611, -0.902, 2.550, -5.185, 74.282, 0.000
9.689, -0.902, 2.432, -5.161, 75.012, 0.000
9.571, -0.981, 2.471, -5.666, 74.476, 0.000
9.650, -0.785, 2.471, -4.503, 74.960, 0.000
9.493, -0.941, 2.589, -5.465, 73.817, 0.000
9.571, -0.902, 2.432, -5.220, 74.836, 0.000
9.650, -0.941, 2.550, -5.388, 74.269, 0.000
9.532, -0.824, 2.275, -4.805, 75.757, 0.000
9.493, -0.902, 2.393, -5.265, 74.923, 0.000
9.532, -0.824, 2.550, -4.772, 74.299, 0.000
9.532, -0.941, 2.471, -5.461, 74.494, 0.000
10.317, -0.941, 4.236, -4.825, 67.185, 0.000
9.454, -0.863, 2.471, -5.047, 74.523, 0.000
8.630, -1.020, 1.412, -6.652, 78.588, 0.000
9.571, -0.902, 2.393, -5.225, 75.041, 0.000
9.532, -0.941, 2.471, -5.461, 74.494, 0.000
9.532, -0.863, 2.393, -5.018, 75.058, 0.000
9.532, -0.981, 2.550, -5.676, 74.008, 0.000
9.611, -0.981, 2.550, -5.633, 74.132, 0.000
9.493, -0.941, 2.432, -5.488, 74.638, 0.000
9.571, -0.863, 2.471, -4.989, 74.704, 0.000
9.454, -1.177, 2.707, -6.824, 72.662, 0.000
9.454, -0.902, 2.511, -5.270, 74.242, 0.000
9.532, -0.941, 2.393, -5.472, 74.903, 0.000
9.571, -0.902, 2.589, -5.199, 74.016, 0.000
9.571, -0.941, 2.707, -5.407, 73.332, 0.000
9.454, -1.098, 2.628, -6.387, 73.232, 0.000
9.571, -0.981, 2.511, -5.660, 74.273, 0.000
9.493, -0.941, 2.393, -5.493, 74.844, 0.000
9.336, -0.941, 2.667, -5.538, 73.144, 0.000
9.493, -0.902, 2.471, -5.255, 74.510, 0.000
9.532, -1.020, 2.511, -5.907, 74.131, 0.000
9.611, -1.020, 2.511, -5.862, 74.254, 0.000
9.571, -0.902, 2.471, -5.215, 74.631, 0.000
9.571, -0.941, 2.511, -5.435, 74.351, 0.000
9.571, -1.020, 2.511, -5.885, 74.192, 0.000
9.571, -0.941, 2.432, -5.446, 74.759, 0.000
9.454, -0.981, 2.471, -5.731, 74.292, 0.000
9.611, -1.020, 2.471, -5.868, 74.454, 0.000
9.571, -0.902, 2.511, -5.210, 74.426, 0.000
9.611, -0.941, 2.393, -5.430, 75.021, 0.000
9.571, -0.863, 2.471, -4.989, 74.704, 0.000
9.493, -0.902, 2.432, -5.260, 74.717, 0.000
9.454, -1.020, 2.550, -5.947, 73.802, 0.000
9.493, -0.981, 2.432, -5.715, 74.558, 0.000
9.493, -0.941, 2.511, -5.477, 74.228, 0.000
9.532, -0.824, 2.746, -4.747, 73.261, 0.000
9.611, -0.863, 2.432, -4.975, 74.969, 0.000
9.454, 0.000, 2.275, 0.000, 76.468, 0.000
9.650, -1.059, 2.589, -6.051, 73.834, 0.000
